Y|30|111|2
Y|44|100|1
Y|40|110|2
Y|40|101|3
Y|34|001|3
Y|49|100|1
Y|30|101|1
Y|24|110|1
Y|45|010|2
Y|49|011|2
Y|24|010|2
Y|43|010|2
Y|34|010|2
Y|49|001|3
Y|2|110|2
Y|10|100|1
Y|15|100|1
Y|35|111|3
Y|30|010|2
Y|35|100|1
Y|34|010|2
Y|5|010|2
Y|5|101|3
Y|40|011|3
Y|40|010|2
Y|45|011|2
Y|28|001|3
Y|45|001|3
W|28|111|1
W|22|110|1
W|51|100|1
W|39|010|2
Y|19|111|1
Y|19|011|2
Y|46|001|3
Y|25|100|1
Y|9|001|3
Y|20|010|2
Y|24|101|1
Y|20|101|1
Y|25|001|3
Y|20|001|3
Y|24|001|3
Y|31|011|3
Y|42|110|2
Y|32|110|1
W|49|111|2
W|53|100|1
W|45|001|3
W|22|100|1
W|53|010|2
W|45|110|1
W|28|100|1
W|28|011|2
W|16|110|1
W|41|010|2
W|21|100|1
W|33|101|1
W|36|001|3
W|27|100|1
X|28|111|2
X|5|111|3
X|28|101|1
X|34|100|1
X|22|110|2
X|39|100|1
X|44|100|1
X|44|011|2
X|34|010|2
X|16|001|3
X|29|101|1
X|23|110|2
Y|19|111|1
Y|10|010|2
Y|19|011|2
Y|18|100|1
Y|8|100|1
Y|0|010|2
Y|15|100|1
Y|15|010|2
Y|4|010|2
Y|20|011|2
Z|37|111|2
Z|37|101|3
Z|26|010|2
Z|20|001|3
Z|21|100|1
Z|46|010|2
Z|25|101|3
Z|46|101|3
Z|30|111|2
Z|24|001|3
Z|49|111|1
Z|24|110|2
Z|49|011|3
Z|49|010|2
Z|14|001|3
Z|9|001|3
Z|10|010|2
Z|36|100|1
Z|45|010|2
Z|36|011|2
Z|17|111|3
Z|17|100|1
Z|22|101|1
Z|5|101|1
Z|7|001|3
Z|28|101|1
Z|21|100|1
Z|28|011|3
Z|2|010|2
Z|27|100|1
W|24|111|3
W|19|110|2
W|19|101|3
W|24|100|1
W|10|010|2
W|19|100|1
W|15|100|1
W|31|110|1
W|10|100|1
W|30|010|2
W|40|100|1
W|37|100|1
X|35|111|3
X|45|100|1
X|35|110|2
X|49|101|3
X|45|011|3
X|35|100|1
X|29|010|2
X|28|001|3
X|41|010|2
X|50|010|2
X|24|001|3
X|52|010|2
X|19|010|2
X|25|100|1
X|18|111|1
X|23|010|2
X|29|100|1
X|29|011|3
X|30|100|1
X|24|010|2
X|19|100|1
X|36|100|1
X|36|011|2
X|36|001|3
X|41|011|3
X|46|011|2
W|20|111|1
W|26|100|1
W|15|100|1
W|29|011|3
W|30|010|2
W|32|010|2
W|37|101|3
W|25|101|3
W|36|110|1
W|30|100|1
W|6|010|2
W|42|010|2
Z|16|111|2
Z|21|010|2
Z|16|101|3
Z|29|111|1
Z|35|100|1
Z|33|100|1
Z|29|010|2
Z|11|010|2
Z|28|111|1
Z|23|110|2
Z|18|101|1
Z|34|101|3
Z|6|110|1
Z|45|111|3
Z|6|010|2
Z|10|011|3
Z|52|010|2
Z|40|001|3
Z|40|110|2
Z|48|101|3
Z|48|110|2
Z|51|100|1
Z|5|010|2
Z|47|100|1
Y|18|111|1
Y|45|001|3
Y|13|110|2
Y|53|100|1
Y|13|100|1
Y|12|010|2
Y|18|011|2
Y|18|001|3
Y|14|100|1
Y|29|100|1
Y|12|101|1
Y|29|011|2
X|17|111|3
X|23|011|2
X|29|100|1
X|34|010|2
X|35|100|1
X|17|110|2
X|35|011|3
X|45|100|1
X|40|010|2
X|22|100|1
X|16|110|2
X|45|011|3
X|30|010|2
X|5|001|3
W|24|111|2
W|14|111|2
W|24|101|1
W|19|101|3
W|18|010|2
W|5|001|3
W|5|110|1
W|2|100|1
W|23|101|1
X|26|110|1
X|25|110|2
X|15|010|2
X|19|110|1
X|9|001|3
X|13|010|2
X|19|010|2
X|9|100|1
X|24|101|1
X|10|011|2
X|10|101|1
X|24|001|3
X|18|110|2
Y|35|111|2
Y|35|101|1
Y|30|101|3
Y|35|001|3
Y|30|100|1
Y|18|011|2
Y|18|101|1
Y|24|100|1
Y|34|101|3
Y|31|010|2
Y|43|010|2
Y|43|101|1
W|39|111|2
W|41|001|3
W|42|010|2
W|37|001|3
W|39|101|3
W|45|010|2
W|32|010|2
W|31|001|3
W|31|110|1
W|26|010|2
W|39|100|1
W|49|100|1
W|20|001|3
W|36|011|2
Z|38|110|2
Z|1|110|1
Z|4|101|3
Z|5|100|1
Z|5|011|2
Z|39|010|2
Z|47|100|1
Z|9|100|1
Z|9|011|2
Z|18|100|1
Z|8|011|2
Z|9|001|3
Z|51|100|1
Z|14|011|3
Z|28|111|3
Z|44|111|1
Z|48|100|1
Z|44|010|2
Z|29|010|2
Z|40|101|3
Z|45|011|2
Z|34|001|3
Z|23|001|3
Z|23|110|2
Z|23|100|1
Z|28|110|2
Z|18|101|3
Z|24|011|2
Y|29|111|3
Y|30|011|3
Y|30|110|1
Y|46|011|3
Y|23|110|2
Y|42|010|2
Y|13|001|3
Y|37|101|1
Y|9|010|2
Y|24|110|1
Z|18|111|2
Z|24|100|1
Z|29|011|3
Z|24|011|3
Z|44|100|1
Z|36|100|1
Z|39|010|2
Z|44|011|3
Z|40|010|2
W|8|111|3
W|24|100|1
W|18|110|1
W|8|110|1
W|9|001|3
W|30|011|3
W|14|011|3
W|36|011|2
W|8|010|2
W|25|101|3
W|35|010|2
W|31|001|3
Y|34|111|2
Y|34|101|1
Y|31|001|3
Y|28|110|1
Y|28|010|2
Y|17|010|2
Y|23|101|1
Y|17|100|1
Y|37|011|2
Y|12|110|2
Y|26|010|2
Y|39|100|1
Y|23|001|3
Y|39|011|3
W|30|111|3
W|38|110|1
W|41|100|1
W|35|101|1
W|38|010|2
W|41|011|2
W|45|100|1
W|40|110|2
W|21|010|2
W|16|010|2
X|45|111|2
W|45|111|3
W|31|110|1
W|37|001|3
W|28|111|1
W|33|010|2
W|16|001|3
W|47|010|2
W|51|010|2
W|16|110|2
W|33|101|3
W|11|010|2
W|43|101|1
W|47|100|1
Y|17|111|2
Y|22|101|3
Y|34|100|1
Y|38|010|2
Y|29|010|2
Y|33|011|2
Y|17|101|3
Y|17|100|1
Y|43|001|3
Y|23|011|3
Y|12|110|1
Y|12|010|2
Y|38|100|1
Y|16|001|3
Y|44|111|2
Y|43|111|1
Y|44|101|3
Y|40|101|1
Y|43|011|2
Y|51|010|2
Y|39|101|1
Y|47|110|2
Y|29|011|3
Y|44|100|1
Y|34|110|2
Y|24|111|2
Y|15|110|2
Y|24|101|3
Y|15|100|1
Y|35|010|2
Y|24|100|1
Y|10|110|1
Y|36|100|1
Y|9|001|3
Y|20|001|3
Y|40|100|1
Y|23|010|2
X|28|111|2
X|35|100|1
X|27|010|2
X|34|110|1
X|35|010|2
X|36|100|1
X|30|100|1
X|27|100|1
X|29|110|2
X|16|011|2
X|19|101|1
X|29|100|1
Z|25|111|1
Z|19|110|2
Z|14|001|3
Z|31|100|1
Z|24|101|1
Z|33|001|3
Z|25|010|2
Z|18|110|2
Z|14|110|2
Z|13|001|3
Z|6|010|2
Z|30|100|1
Z|23|101|3
Z|38|010|2
Y|38|110|1
Y|34|111|1
Y|34|011|2
Y|33|010|2
Y|38|010|2
Y|27|100|1
Z|41|111|1
Z|7|110|2
Z|45|010|2
Z|45|001|3
Z|11|010|2
Z|3|010|2
W|30|111|1
W|19|010|2
W|48|111|3
W|44|001|3
W|14|001|3
W|44|110|1
W|44|010|2
W|35|001|3
W|43|010|2
W|48|010|2
X|18|111|3
X|19|010|2
X|18|010|2
X|23|001|3
Y|5|111|3
Y|53|100|1
Y|45|110|1
Y|44|010|2
Y|5|110|1
Y|50|010|2
Y|40|100|1
Y|50|100|1
Y|41|011|3
Y|35|110|2
Y|41|110|1
Y|36|110|2
Y|45|010|2
Y|52|010|2
W|37|111|3
W|31|001|3
W|31|110|2
W|23|010|2
W|24|100|1
W|23|101|1
W|31|100|1
W|25|110|1
W|46|010|2
W|23|001|3
W|18|100|1
W|12|001|3
W|34|010|2
W|41|001|3
Z|34|111|1
Z|22|110|2
Z|8|100|1
Z|29|101|1
X|45|111|3
X|52|010|2
X|52|100|1
X|53|100|1
X|45|110|1
X|19|101|3
X|24|001|3
X|19|100|1
X|41|010|2
X|30|001|3
X|44|011|3
X|35|001|3
X|31|111|2
X|36|101|1
X|20|010|2
Y|19|111|3
Y|20|010|2
Y|21|110|1
Y|25|001|3
Y|11|010|2
Y|14|001|3
Y|36|101|1
Y|16|001|3
Y|17|010|2
Y|35|010|2
Y|17|101|3
Y|40|100|1
W|26|110|1
W|8|010|2
W|12|101|3
W|4|001|3
W|4|110|2
W|17|001|3
W|23|011|2
W|24|100|1
W|25|010|2
W|26|010|2
W|8|001|3
W|12|100|1
W|13|001|3
W|19|011|3
Y|31|111|2
Y|10|111|1
Y|30|110|1
Y|31|101|3
Y|6|100|1
Y|32|010|2
Y|37|001|3
Y|26|010|2
Y|31|100|1
X|44|111|3
X|9|011|2
X|18|100|1
X|6|100|1
X|14|100|1
X|44|100|1
X|43|010|2
X|14|011|2
X|43|101|1
X|5|100|1
X|33|001|3
X|1|100|1
X|17|111|1
X|13|100|1
X|34|001|3
X|43|010|2
X|21|110|2
X|35|111|2
X|36|100|1
X|36|011|3
X|36|010|2
X|45|010|2
X|45|101|1
X|21|100|1
X|40|110|2
X|16|101|1
X|45|001|3
X|41|001|3
X|46|011|3
X|48|100|1
Y|36|111|2
Y|9|111|2
Y|14|100|1
Y|13|101|3
Y|37|100|1
Y|36|101|1
Y|14|001|3
Y|12|001|3
Y|30|110|1
Y|17|010|2
Y|25|101|3
Y|36|001|3
X|23|111|2
X|13|001|3
X|17|001|3
X|16|001|3
X|8|011|3
X|29|100|1
X|8|010|2
X|32|100|1
X|32|010|2
X|29|011|3
X|20|001|3
X|28|100|1
Y|36|111|3
Y|46|100|1
Y|49|111|2
Y|33|010|2
Y|53|100|1
Y|28|101|1
Y|22|110|1
Y|49|100|1
Y|45|110|2
Y|34|100|1
Y|39|100|1
Y|48|001|3
Y|38|100|1
Y|34|010|2
X|50|110|2
X|53|100|1
X|45|110|2
X|46|101|3
X|40|001|3
X|40|110|2
X|42|010|2
X|36|001|3
X|41|001|3
X|48|101|1
X|36|110|2
X|48|001|3
Z|38|110|2
Y|45|111|1
Y|40|010|2
Y|13|101|3
Y|5|001|3
Y|23|010|2
Y|2|100|1
Y|8|001|3
Y|23|101|3
Y|45|010|2
Y|2|010|2
Y|12|010|2
Y|1|010|2
W|12|111|3
W|24|101|3
W|7|001|3
W|19|101|1
W|14|110|1
W|8|010|2
W|30|011|2
W|25|100|1
W|16|001|3
W|35|101|1
W|16|110|2
W|25|001|3
Y|24|111|2
Y|19|101|1
Y|13|101|1
Y|19|001|3
Y|30|011|3
Y|31|110|2
Y|25|011|2
Y|26|100|1
Y|35|010|2
Y|20|100|1
Y|31|101|3
W|1|110|1
W|35|001|3
W|1|010|2
W|30|010|2
W|0|010|2
W|5|001|3
W|0|100|1
W|45|001|3
W|8|100|1
W|44|010|2
W|48|100|1
W|3|010|2
W|35|100|1
W|13|110|1
X|44|111|3
X|29|110|2
X|40|110|2
X|45|100|1
X|28|001|3
X|30|101|1
X|30|001|3
X|36|001|3
X|44|100|1
X|19|010|2
X|24|100|1
X|19|100|1
Y|23|111|1
Y|22|010|2
Y|52|010|2
Y|17|100|1
Y|51|010|2
Y|51|100|1
Y|48|100|1
Y|39|001|3
Y|34|001|3
Y|18|010|2
Y|47|100|1
Y|49|100|1
Z|44|111|3
Z|48|011|2
Z|45|011|2
Z|51|100|1
Z|44|100|1
Z|34|001|3
Z|47|100|1
Z|36|001|3
Z|34|110|2
Z|40|100|1
Z|35|110|1
Z|28|001|3
Y|23|111|1
Y|23|011|3
Y|35|100|1
Y|35|011|3
Y|24|011|2
Y|44|010|2
Y|19|101|3
Y|12|001|3
Y|17|010|2
Y|7|001|3
Y|30|110|1
Y|28|100|1
Z|23|111|2
Z|29|100|1
Z|27|010|2
Z|12|001|3
Z|24|100|1
Z|18|100|1
Z|29|011|2
Z|21|010|2
Z|34|100|1
Z|16|010|2
Z|30|100|1
Z|16|101|3
Z|39|111|1
Z|19|111|2
Z|34|110|1
Z|14|001|3
Z|9|001|3
Z|43|010|2
Z|33|010|2
Z|24|101|3
Z|35|010|2
Z|30|001|3
Z|5|001|3
Z|47|100|1
