Y|000000000000000000000000000000000000000000000000000000|17
Y|000000000000000001000000000000000000000000000000000000|20
Y|000000000000000001001000000000000000000000000000000000|31
Y|000000000000000001001000000000010000000000000000000000|29
Y|000000000000000001001000000001010000000000000000000000|18
Y|000000000000000000000000000000000000000000000000000000|9
Y|000000000100000000000000000000000000000000000000000000|28
Y|000000000000000000000000000000000000000000000000000000|49
Y|000000000000000000000000000000000000000000000000010000|5
Y|000001000000000000000000000000000000000000000000010000|13
Y|000000000000000000000000000000000000000000000000000000|27
Y|000000000000000000000000000100000000000000000000000000|47
Y|000000000000000000000000000100000000000000000001000000|38
Y|000000000000000000000000000000000000000000000000000000|35
Y|000000000000000000000000000000000001000000000000000000|47
Y|000000000000000000000000000000000001000000000001000000|41
Y|000000000000000000000000000000000001000001000001000000|28
